t=2022-12-19T23:17:38-0800 lvl=info msg="no configuration paths supplied"
t=2022-12-19T23:17:38-0800 lvl=info msg="using configuration at default config path" path=/root/.config/ngrok/ngrok.yml
t=2022-12-19T23:17:38-0800 lvl=info msg="open config file" path=/root/.config/ngrok/ngrok.yml err=nil
t=2022-12-19T23:17:38-0800 lvl=info msg="starting web service" obj=web addr=127.0.0.1:4040
t=2022-12-19T23:17:39-0800 lvl=info msg="tunnel session started" obj=tunnels.session
t=2022-12-19T23:17:39-0800 lvl=info msg="client session established" obj=csess id=e86c2e29c65b
t=2022-12-19T23:31:36-0800 lvl=info msg="join connections" obj=join id=9da8420f994a l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:30-0800 lvl=info msg="join connections" obj=join id=cde4e6d11b2e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:30-0800 lvl=info msg="join connections" obj=join id=2a2946c7ca97 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:30-0800 lvl=info msg="join connections" obj=join id=9f83c1dda25f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:30-0800 lvl=info msg="join connections" obj=join id=86b594b91294 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:39-0800 lvl=info msg="join connections" obj=join id=50dd0f617fb8 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:39-0800 lvl=info msg="join connections" obj=join id=ebcf17f24591 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:40-0800 lvl=info msg="join connections" obj=join id=985d5301bf3b l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:40-0800 lvl=info msg="join connections" obj=join id=22c1875b84a8 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:40-0800 lvl=info msg="join connections" obj=join id=915c029903d8 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:32:40-0800 lvl=info msg="join connections" obj=join id=9866157aa717 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56089
t=2022-12-19T23:43:20-0800 lvl=info msg="join connections" obj=join id=23ae3048b18d l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=d72e007a2b80 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=6cdbc7a5287b l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=59c7f6b59669 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=53be450a98ff l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=066278253504 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=1df7e84e0c10 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=4d8b958f1850 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:43:22-0800 lvl=info msg="join connections" obj=join id=f832e589b905 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=6575afccbe70 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=268d0f5e360a l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=64048132cd20 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=f5ade46e47e6 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=24d571c52bd8 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=e73ca9175969 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=44a1b8754dfd l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=999210fb2fcf l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:11-0800 lvl=info msg="join connections" obj=join id=d192b1636d09 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=d77aa2da6461 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=12855133a93c l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=c9f61e298ed8 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=430a37563ae4 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=7121af33ab2e l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=4a2a8c6f1da9 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=8ae8af3314f5 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=595c4d79eaa1 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=c507b6569db1 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=32481d41c9d8 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=2a08b345788b l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=f88caa5bafda l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=1dfe1ebc6495 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=79423a244bd3 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=566e0cd5630d l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=fa083349da8b l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:17-0800 lvl=info msg="join connections" obj=join id=f3afc852306b l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=268b6e157208 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=4b17e9699826 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=eb1a9fac2f02 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=68bb0e5bbf36 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=92086e96a60f l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=87bbb3174935 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=a8e47779aa13 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=914c4f2329fd l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:18-0800 lvl=info msg="join connections" obj=join id=0527e49901e0 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:19-0800 lvl=info msg="join connections" obj=join id=2a5706fee76a l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:46:19-0800 lvl=info msg="join connections" obj=join id=320827ed9978 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:47:50-0800 lvl=info msg="join connections" obj=join id=5afc2c8f9a6b l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:47:50-0800 lvl=info msg="join connections" obj=join id=ef9f479af42a l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:47:50-0800 lvl=info msg="join connections" obj=join id=f5de5ad23e63 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:47:50-0800 lvl=info msg="join connections" obj=join id=dc963ed2b6b7 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:47:50-0800 lvl=info msg="join connections" obj=join id=b5a28ad576b8 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:34-0800 lvl=info msg="join connections" obj=join id=289ebb6fe6c5 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:34-0800 lvl=info msg="join connections" obj=join id=69ce86654c98 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:34-0800 lvl=info msg="join connections" obj=join id=95ec47fc5cac l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:34-0800 lvl=info msg="join connections" obj=join id=88ede8145d02 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:34-0800 lvl=info msg="join connections" obj=join id=4f5d419635b6 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:34-0800 lvl=info msg="join connections" obj=join id=8be8fdd3746d l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:38-0800 lvl=info msg="join connections" obj=join id=4ceede08f84d l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:38-0800 lvl=info msg="join connections" obj=join id=cf3fb95cc18e l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:38-0800 lvl=info msg="join connections" obj=join id=086ad81f790f l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:56-0800 lvl=info msg="join connections" obj=join id=be6aa15b7087 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:49:56-0800 lvl=info msg="join connections" obj=join id=0699a85d734c l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-19T23:54:15-0800 lvl=info msg="join connections" obj=join id=b53c5ac8cc25 l=[::1]:8080 r=123.21.127.80:64788
t=2022-12-20T00:02:59-0800 lvl=info msg="join connections" obj=join id=21fb666a075e l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=641c28970c65 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=efc774b333cf l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=bb5dc7391d69 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=4c2aac9f6adc l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=40fcb4656c92 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=a3e9e361c977 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=3cca1a7e4638 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:00-0800 lvl=info msg="join connections" obj=join id=9b8d887e15ad l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:02-0800 lvl=info msg="join connections" obj=join id=12ebb2810019 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:02-0800 lvl=info msg="join connections" obj=join id=4e15142bdb92 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:02-0800 lvl=info msg="join connections" obj=join id=a7a852db183b l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:03:02-0800 lvl=info msg="join connections" obj=join id=f14c9dce5b6e l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:04:48-0800 lvl=info msg="join connections" obj=join id=85599dfa6d5f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:04:51-0800 lvl=info msg="join connections" obj=join id=61a63bf75055 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:04:51-0800 lvl=info msg="join connections" obj=join id=acefec935e90 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:04:51-0800 lvl=info msg="join connections" obj=join id=6629a3b3c72c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:00-0800 lvl=info msg="join connections" obj=join id=9016937b1c0d l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:00-0800 lvl=info msg="join connections" obj=join id=734b744d94d7 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:03-0800 lvl=info msg="join connections" obj=join id=400563fc1252 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:03-0800 lvl=info msg="join connections" obj=join id=5cc3157a4b7e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:03-0800 lvl=info msg="join connections" obj=join id=4bdfc28fb3e5 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:03-0800 lvl=info msg="join connections" obj=join id=882f4f8e05e3 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:23-0800 lvl=info msg="join connections" obj=join id=58114460cf44 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:23-0800 lvl=info msg="join connections" obj=join id=40bee3e6fe3c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=5070a53d142a l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=4c53a46f2b4f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=1982baaf0faa l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=44ae708e464f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=12dc85a33ace l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=a4f98d9e263a l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=0d9f8350c09d l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=e16d7e227553 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=cb8c89a3b46e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=d4c822f55067 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=0e5c5b00d4ba l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=59ece7195ac9 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=32b8962c5db2 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=e98ff671d624 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=f33e6090d674 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:28-0800 lvl=info msg="join connections" obj=join id=7a5965e946f0 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=9bc96709b304 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=5abe16c2cfa5 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=1ca1f2447a00 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=65b02b6b4b56 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=cb1dabe63765 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=04484626337e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=cdd40f231727 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=d9009576903e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=dba5cb068d9b l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=3259ffebfb6c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=0db2551fd51c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=d1cdbad63afa l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=6db27c9b3074 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=68341cbea2e7 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:05:29-0800 lvl=info msg="join connections" obj=join id=fdc647b663f5 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:06:41-0800 lvl=info msg="join connections" obj=join id=b4c5d530fecb l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:08:02-0800 lvl=info msg="join connections" obj=join id=40a0031d1cb2 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:10:43-0800 lvl=info msg="join connections" obj=join id=69bd44b6dff9 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:56703
t=2022-12-20T00:16:04-0800 lvl=info msg="join connections" obj=join id=dfba553137ac l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:65442
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=0c7af38f8716 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=31318dda4041 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=265488b7d6cd l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=1377b3e0e799 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=6a15befa36ba l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=7abcbf8d6b4f l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=6cb3045582c6 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:06-0800 lvl=info msg="join connections" obj=join id=80abe2b0e58b l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:11-0800 lvl=info msg="join connections" obj=join id=cb116b2cebc7 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:11-0800 lvl=info msg="join connections" obj=join id=32518f8a5e78 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:11-0800 lvl=info msg="join connections" obj=join id=ad82ba1b3b71 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:16:11-0800 lvl=info msg="join connections" obj=join id=724821ccd82b l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:26:37-0800 lvl=info msg="join connections" obj=join id=3aadcb35cdad l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49269
t=2022-12-20T00:26:37-0800 lvl=info msg="join connections" obj=join id=7a6cddf5bb69 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49269
t=2022-12-20T00:26:38-0800 lvl=info msg="join connections" obj=join id=4ac1358e3469 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:38-0800 lvl=info msg="join connections" obj=join id=fe54da4d62fe l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:38-0800 lvl=info msg="join connections" obj=join id=3cb5b285fd02 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:48-0800 lvl=info msg="join connections" obj=join id=d03680972354 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:48-0800 lvl=info msg="join connections" obj=join id=57755afea1cd l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:49-0800 lvl=info msg="join connections" obj=join id=5bad0bd75512 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:49-0800 lvl=info msg="join connections" obj=join id=ef13c6ac0978 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:49-0800 lvl=info msg="join connections" obj=join id=cdc9665c0958 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:26:49-0800 lvl=info msg="join connections" obj=join id=2b406375478a l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:27:25-0800 lvl=info msg="join connections" obj=join id=f749f7505a14 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:27:26-0800 lvl=info msg="join connections" obj=join id=b64cd81b6571 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:27:26-0800 lvl=info msg="join connections" obj=join id=ab6cd96849a2 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:27:26-0800 lvl=info msg="join connections" obj=join id=6ad13a93cd14 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49270
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=523542e682c9 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=cc939afc3b85 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=2826d91dc46b l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=187d95f40d1f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=886530169d00 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=3c8c7c20e62a l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=0fafc0f34403 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=e408129102f3 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=d6bfaf18fab2 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
