t=2022-12-19T23:17:38-0800 lvl=info msg="no configuration paths supplied"
t=2022-12-19T23:17:38-0800 lvl=info msg="using configuration at default config path" path=/root/.config/ngrok/ngrok.yml
t=2022-12-19T23:17:38-0800 lvl=info msg="open config file" path=/root/.config/ngrok/ngrok.yml err=nil
t=2022-12-19T23:17:38-0800 lvl=info msg="starting web service" obj=web addr=127.0.0.1:4040
t=2022-12-19T23:17:39-0800 lvl=info msg="tunnel session started" obj=tunnels.session
t=2022-12-19T23:17:39-0800 lvl=info msg="client session established" obj=csess id=e86c2e29c65b
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=c2f16ed92f7f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:30-0800 lvl=info msg="join connections" obj=join id=08c837ef8140 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=47cc6a671142 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=2d4d8ed61839 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=e099b6191f97 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=d29236186f69 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=9f4bbb131674 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=f53828801b84 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=caf234db412f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=10eb8887a106 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=63f2e51b5c5d l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=6d5a0810cad0 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:31-0800 lvl=info msg="join connections" obj=join id=579da6053b88 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:38-0800 lvl=info msg="join connections" obj=join id=f11cdc5bd2d0 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:38-0800 lvl=info msg="join connections" obj=join id=f01a51eb641f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:38-0800 lvl=info msg="join connections" obj=join id=e30982a6e743 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49293
t=2022-12-20T00:27:48-0800 lvl=info msg="join connections" obj=join id=8a064d374c84 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49300
t=2022-12-20T00:27:48-0800 lvl=info msg="join connections" obj=join id=030c6e2fe12e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49300
t=2022-12-20T00:27:49-0800 lvl=info msg="join connections" obj=join id=b3cb5849baa0 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49300
t=2022-12-20T00:27:51-0800 lvl=info msg="join connections" obj=join id=5721a51c9748 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:54-0800 lvl=info msg="join connections" obj=join id=4f48636f3e0c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:57-0800 lvl=info msg="join connections" obj=join id=3ba78075da08 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:57-0800 lvl=info msg="join connections" obj=join id=18656e9086ba l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:59-0800 lvl=info msg="join connections" obj=join id=4cf54bfcf06e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:59-0800 lvl=info msg="join connections" obj=join id=3a8310c69d25 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:59-0800 lvl=info msg="join connections" obj=join id=f8445a459efc l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:27:59-0800 lvl=info msg="join connections" obj=join id=ac0a3f79eb99 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49301
t=2022-12-20T00:33:54-0800 lvl=info msg="join connections" obj=join id=688ea70575f7 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:55-0800 lvl=info msg="join connections" obj=join id=b6110b887c5c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:55-0800 lvl=info msg="join connections" obj=join id=ae04c33bf1ab l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:55-0800 lvl=info msg="join connections" obj=join id=6cec0844859f l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=f0531333ca5d l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=9961c2c35101 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=1e663f192b35 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=c6032206a4e1 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=403cd8b45471 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=83f715ec7d1c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=91c9e016e29b l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=5793abf01eeb l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=7eb55ee0153e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=39bfb7c981db l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=56b5ccc23d0d l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=8318312d16f3 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:58-0800 lvl=info msg="join connections" obj=join id=db532ace9014 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=fd23e1436f35 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=2934d345846c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=6a7847eb2fd6 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=6a32af0da53e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=1b492cfe306e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=bd9f2100bc5e l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=fcc358df0e67 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=b40cff36a713 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:33:59-0800 lvl=info msg="join connections" obj=join id=92e03132a205 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49415
t=2022-12-20T00:34:35-0800 lvl=info msg="join connections" obj=join id=5ae5805910b0 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:35-0800 lvl=info msg="join connections" obj=join id=c79048a1c60a l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:35-0800 lvl=info msg="join connections" obj=join id=e0f870cd785c l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:35-0800 lvl=info msg="join connections" obj=join id=d70b1e08ce81 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:39-0800 lvl=info msg="join connections" obj=join id=2144c62c7572 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:39-0800 lvl=info msg="join connections" obj=join id=ada473ab6e77 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:39-0800 lvl=info msg="join connections" obj=join id=14bdc3464e27 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:34:52-0800 lvl=info msg="join connections" obj=join id=a8742711e4f2 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:35:46-0800 lvl=info msg="join connections" obj=join id=b4f9679f7439 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:35:46-0800 lvl=info msg="join connections" obj=join id=b800cf4badf3 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:35:47-0800 lvl=info msg="join connections" obj=join id=58f9d3bb2597 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:35:47-0800 lvl=info msg="join connections" obj=join id=ed4743dc9ca4 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:35:47-0800 lvl=info msg="join connections" obj=join id=f8fe60b30100 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:35:52-0800 lvl=info msg="join connections" obj=join id=9772a5161fab l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:36:27-0800 lvl=info msg="join connections" obj=join id=97213adfa3f8 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:36:30-0800 lvl=info msg="join connections" obj=join id=d08649e77002 l=[::1]:8080 r=[2001:ee0:4f84:35f0:d02d:f9d4:fa5a:b784]:49422
t=2022-12-20T00:37:02-0800 lvl=info msg="join connections" obj=join id=68920f4d14dc l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:02-0800 lvl=info msg="join connections" obj=join id=0c8a2ba372c2 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:02-0800 lvl=info msg="join connections" obj=join id=fc4cd45d745f l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=ee64a1ba7615 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=fe2a08474789 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=fb68567e496e l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=74a465f19337 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=b8a68d59ef76 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=52f90d3aaa06 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=28357c71d585 l=[::1]:8080 r=123.21.127.80:49826
t=2022-12-20T00:37:03-0800 lvl=info msg="join connections" obj=join id=1d14cc2fe982 l=[::1]:8080 r=123.21.127.80:49826
